Częstotliwość (Hz)	Poziom (dB)
3103,472900	-83,558304
3106,164551	-84,179955
3108,856201	-84,248253
3111,547852	-84,236206
3114,239502	-83,612869
3116,931152	-86,385681
3119,622803	-85,685829
3122,314453	-83,547394
3125,006104	-83,735619
3127,697754	-84,068161
3130,389404	-84,483261
3133,081055	-84,101387
3135,772705	-83,661652
3138,464355	-83,358406
3141,156006	-84,087860
3143,847656	-84,210869
3146,539307	-84,300491
3149,230957	-82,617851
3151,922607	-82,899513
3154,614258	-84,025955
3157,305908	-83,559654
3159,997559	-82,815582
3162,689209	-83,925934
3165,380859	-85,541344
3168,072510	-85,986237
3170,764160	-84,511360
3173,455811	-83,505516
3176,147461	-83,024788
3178,839111	-83,512428
3181,530762	-84,652237
3184,222412	-86,189606
3186,914063	-85,383232
3189,605713	-83,442360
3192,297363	-83,324135
3194,989014	-82,822502
3197,680664	-82,977264
