Częstotliwość (Hz)	Poziom (dB)
3427,734375	-63,745171
3433,593750	-64,648834
3439,453125	-64,536034
3445,312500	-58,497684
3451,171875	-56,336056
3457,031250	-59,228848
3462,890625	-61,798462
3468,750000	-59,800114
3474,609375	-61,547176
3480,468750	-62,974300
3486,328125	-63,376133
3492,187500	-63,498260
3498,046875	-61,232853
3503,906250	-58,251118
3509,765625	-59,196400
3515,625000	-63,731983
3521,484375	-66,496231
3527,343750	-67,228493
3533,203125	-66,945000
3539,062500	-66,348984
3544,921875	-66,963913
3550,781250	-67,972244
3556,640625	-62,493912
3562,500000	-60,877087
3568,359375	-64,205772
3574,218750	-64,586006
3580,078125	-61,928246
3585,937500	-63,751389
3591,796875	-65,480354
3597,656250	-66,455368
3603,515625	-66,697571
3609,375000	-63,611332
3615,234375	-61,514084
3621,093750	-62,880062
3626,953125	-65,468689
3632,812500	-66,785683
3638,671875	-70,079391
3644,531250	-71,797340
3650,390625	-70,923943
3656,250000	-70,428902
3662,109375	-70,693405
3667,968750	-66,051170
3673,828125	-64,568573
3679,687500	-67,924965
3685,546875	-68,424133
3691,406250	-66,439575
3697,265625	-67,877899
3703,125000	-69,916710
3708,984375	-72,516647
3714,843750	-70,977386
3720,703125	-68,899483
3726,562500	-67,648193
3732,421875	-69,274300
3738,281250	-72,007004
3744,140625	-71,938568
3750,000000	-73,481293
3755,859375	-74,085594
3761,718750	-73,822723
3767,578125	-73,641945
3773,437500	-75,874084
3779,296875	-71,059547
3785,156250	-68,913391
3791,015625	-70,781975
3796,875000	-71,033333
3802,734375	-69,073639
3808,593750	-69,983261
3814,453125	-73,108551
3820,312500	-75,299927
3826,171875	-75,933380
3832,031250	-74,282379
3837,890625	-74,106255
3843,750000	-76,094749
3849,609375	-76,060654
3855,468750	-73,176842
3861,328125	-72,946083
3867,187500	-73,346214
3873,046875	-72,249809
3878,906250	-71,547440
3884,765625	-72,502808
3890,625000	-74,039711
3896,484375	-74,420189
3902,343750	-75,844376
3908,203125	-76,699959
3914,062500	-75,676849
3919,921875	-76,258415
3925,781250	-74,222984
3931,640625	-73,508453
3937,500000	-73,654060
3943,359375	-73,992287
3949,218750	-75,059334
3955,078125	-73,759270
3960,937500	-74,197182
3966,796875	-74,912575
3972,656250	-75,598793
3978,515625	-77,169647
3984,375000	-78,282104
3990,234375	-77,183495
3996,093750	-76,657318
4001,953125	-76,145714
4007,812500	-76,413528
4013,671875	-76,388451
4019,531250	-76,571312
4025,390625	-76,636589
